treat,age,educ,black,hispanic,married,nodegree,re74,re75,re78
0.0,51.0,10.0,0.0,0.0,1.0,1.0,25862,25244,25565
0.0,51.0,10.0,0.0,0.0,1.0,1.0,22923,21726,10349
0.0,27.0,11.0,0.0,0.0,1.0,1.0,17022,18123,18491
0.0,23.0,13.0,0.0,0.0,0.0,0.0,19099,21015,0
0.0,27.0,10.0,0.0,0.0,1.0,1.0,7953,9755,13106
0.0,38.0,10.0,0.0,0.0,1.0,1.0,25862,25244,25565
0.0,32.0,8.0,0.0,0.0,0.0,1.0,7187,6150,8414
0.0,34.0,14.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,26.0,18.0,0.0,0.0,1.0,0.0,20972,21883,25565
0.0,21.0,13.0,0.0,0.0,0.0,0.0,8638,8176,6753
0.0,39.0,8.0,0.0,1.0,0.0,1.0,13499,16383,16462
0.0,17.0,8.0,1.0,0.0,0.0,1.0,0,451,0
0.0,22.0,11.0,0.0,1.0,1.0,1.0,17467,17780,14439
0.0,21.0,12.0,0.0,1.0,0.0,0.0,0,0,0
0.0,44.0,9.0,0.0,1.0,1.0,1.0,15390,14887,12635
0.0,26.0,10.0,0.0,1.0,1.0,1.0,17126,17447,13518
0.0,54.0,4.0,0.0,1.0,1.0,1.0,13350,13180,13741
0.0,42.0,12.0,0.0,1.0,1.0,0.0,21664,22014,19942
0.0,25.0,12.0,0.0,0.0,0.0,0.0,8105,11870,6171
0.0,20.0,13.0,0.0,0.0,0.0,0.0,317,215,0
0.0,44.0,11.0,0.0,0.0,1.0,1.0,25862,25244,25565
0.0,33.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,40.0,12.0,0.0,0.0,1.0,0.0,25862,14494,25565
0.0,25.0,16.0,0.0,0.0,1.0,0.0,21048,22916,23574
0.0,33.0,12.0,0.0,0.0,0.0,0.0,12694,13046,11265
0.0,52.0,13.0,1.0,0.0,0.0,0.0,19828,19668,18438
0.0,54.0,14.0,0.0,0.0,1.0,0.0,24687,25244,25565
0.0,27.0,15.0,0.0,0.0,0.0,0.0,19201,19303,18207
0.0,51.0,10.0,0.0,0.0,1.0,1.0,7488,7888,6149
0.0,42.0,12.0,0.0,0.0,1.0,0.0,6503,15241,15469
0.0,50.0,10.0,0.0,0.0,1.0,1.0,25862,25244,25565
0.0,47.0,10.0,0.0,0.0,1.0,1.0,15282,13965,9044
0.0,28.0,12.0,0.0,0.0,1.0,0.0,24224,11019,20056
0.0,33.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,33.0,13.0,0.0,0.0,1.0,0.0,21146,18732,22255
0.0,55.0,16.0,0.0,0.0,1.0,0.0,25862,24628,25565
0.0,38.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,39.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,27.0,17.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,16.0,9.0,0.0,0.0,0.0,1.0,378,467,4306
0.0,35.0,12.0,0.0,0.0,1.0,0.0,6646,3332,0
0.0,35.0,12.0,0.0,0.0,1.0,0.0,22422,21094,23590
0.0,45.0,12.0,0.0,0.0,1.0,0.0,25862,25244,0
0.0,51.0,11.0,0.0,0.0,1.0,1.0,18270,21638,20267
0.0,27.0,16.0,0.0,0.0,0.0,0.0,11317,1762,5533
0.0,28.0,14.0,0.0,0.0,1.0,0.0,0,0,18720
0.0,35.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,39.0,10.0,0.0,0.0,1.0,1.0,18535,0,21496
0.0,33.0,12.0,0.0,0.0,0.0,0.0,25862,25244,25565
0.0,52.0,16.0,0.0,0.0,1.0,0.0,25862,25242,12429
0.0,22.0,13.0,0.0,0.0,0.0,0.0,5024,6819,13944
0.0,25.0,12.0,0.0,0.0,1.0,0.0,20071,11118,19004
0.0,28.0,16.0,0.0,0.0,1.0,0.0,25014,22710,0
0.0,27.0,16.0,0.0,0.0,1.0,0.0,16889,16201,17295
0.0,30.0,13.0,0.0,0.0,0.0,0.0,8362,7990,8590
0.0,28.0,15.0,0.0,0.0,0.0,0.0,9673,8085,14349
0.0,24.0,12.0,0.0,0.0,1.0,0.0,19083,18270,22262
0.0,29.0,11.0,1.0,0.0,0.0,1.0,14743,14955,13715
0.0,49.0,7.0,1.0,0.0,0.0,1.0,16444,16029,15965
0.0,22.0,12.0,0.0,0.0,1.0,0.0,13352,14358,17051
0.0,30.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,45.0,12.0,0.0,0.0,1.0,0.0,24185,25244,0
0.0,44.0,12.0,0.0,0.0,1.0,0.0,24669,24418,25565
0.0,21.0,12.0,0.0,0.0,0.0,0.0,11466,1953,25565
0.0,26.0,13.0,0.0,0.0,1.0,0.0,11662,4143,18650
0.0,25.0,16.0,0.0,0.0,1.0,0.0,18823,20112,20987
0.0,45.0,8.0,0.0,0.0,1.0,1.0,16883,15316,17010
0.0,19.0,9.0,0.0,0.0,0.0,1.0,3311,10525,1693
0.0,55.0,9.0,0.0,0.0,1.0,1.0,12610,12350,12202
0.0,22.0,12.0,0.0,0.0,1.0,0.0,12424,13035,17483
0.0,37.0,18.0,0.0,0.0,1.0,0.0,0,16736,25565
0.0,38.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25299
0.0,29.0,13.0,0.0,0.0,1.0,0.0,17963,11591,2639
0.0,43.0,8.0,0.0,0.0,1.0,1.0,21044,25244,1302
0.0,51.0,10.0,0.0,0.0,1.0,1.0,25862,19817,4
0.0,25.0,14.0,0.0,0.0,1.0,0.0,11769,11625,13904
0.0,52.0,12.0,0.0,0.0,1.0,0.0,20776,20809,10394
0.0,26.0,14.0,0.0,0.0,1.0,0.0,22886,24524,25565
0.0,37.0,18.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,36.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,27.0,14.0,0.0,0.0,1.0,0.0,6395,18514,21259
0.0,21.0,11.0,0.0,0.0,1.0,1.0,20817,25244,25565
0.0,44.0,12.0,0.0,0.0,1.0,0.0,22686,0,19082
0.0,49.0,17.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,32.0,0.0,0.0,0.0,0.0,1.0,4559,3976,7247
0.0,23.0,12.0,0.0,0.0,1.0,0.0,16593,17622,22872
0.0,46.0,12.0,0.0,0.0,1.0,0.0,18637,18215,20486
0.0,17.0,10.0,0.0,0.0,0.0,1.0,0,1536,19809
0.0,26.0,12.0,0.0,0.0,1.0,0.0,19068,24850,22546
0.0,27.0,12.0,0.0,0.0,1.0,0.0,19638,8178,25565
0.0,30.0,15.0,0.0,0.0,1.0,0.0,23872,25244,25565
0.0,23.0,12.0,0.0,0.0,0.0,0.0,23827,24943,25523
0.0,22.0,12.0,0.0,0.0,1.0,0.0,13540,21767,25565
0.0,30.0,18.0,0.0,0.0,1.0,0.0,23127,23580,25565
0.0,32.0,14.0,0.0,0.0,1.0,0.0,20145,15941,25565
0.0,27.0,14.0,0.0,0.0,0.0,0.0,15576,24706,25565
0.0,18.0,12.0,0.0,0.0,0.0,0.0,4730,3328,12602
0.0,33.0,18.0,0.0,0.0,0.0,0.0,0,0,25565
0.0,22.0,11.0,0.0,0.0,0.0,1.0,5325,1062,0
0.0,23.0,16.0,0.0,0.0,0.0,0.0,2359,0,3270
0.0,51.0,10.0,0.0,0.0,1.0,1.0,19030,17533,0
0.0,21.0,15.0,0.0,0.0,0.0,0.0,2471,5117,10891
0.0,18.0,12.0,0.0,0.0,0.0,0.0,9066,9338,7972
0.0,53.0,10.0,0.0,0.0,1.0,1.0,0,0,0
0.0,21.0,12.0,0.0,0.0,0.0,0.0,4056,1867,0
0.0,32.0,16.0,0.0,0.0,1.0,0.0,22526,22712,25565
0.0,41.0,12.0,0.0,0.0,1.0,0.0,25862,24746,25565
0.0,48.0,12.0,0.0,0.0,0.0,0.0,25862,25244,25565
0.0,25.0,18.0,0.0,0.0,0.0,0.0,2351,211,25565
0.0,23.0,16.0,0.0,0.0,0.0,0.0,913,8676,14266
0.0,30.0,12.0,0.0,0.0,1.0,0.0,0,0,0
0.0,22.0,12.0,0.0,0.0,1.0,0.0,1806,7115,0
0.0,44.0,10.0,0.0,0.0,1.0,1.0,5940,2739,2168
0.0,17.0,11.0,0.0,0.0,0.0,1.0,2447,3267,7943
0.0,23.0,12.0,0.0,0.0,0.0,0.0,331,0,594
0.0,47.0,8.0,0.0,0.0,1.0,1.0,25169,22651,24402
0.0,54.0,12.0,0.0,0.0,1.0,0.0,0,0,0
0.0,49.0,8.0,0.0,0.0,1.0,1.0,11409,3710,19137
0.0,36.0,18.0,0.0,0.0,1.0,0.0,23742,25244,25565
0.0,33.0,14.0,0.0,0.0,1.0,0.0,24951,23278,25565
0.0,43.0,15.0,0.0,0.0,1.0,0.0,19387,25208,22580
0.0,37.0,10.0,0.0,0.0,0.0,1.0,17236,18397,0
0.0,48.0,12.0,0.0,0.0,0.0,0.0,16536,16605,16713
0.0,54.0,12.0,0.0,0.0,0.0,0.0,0,0,0
0.0,28.0,16.0,0.0,0.0,0.0,0.0,92,0,627
0.0,35.0,3.0,0.0,0.0,1.0,1.0,19620,20361,15348
0.0,55.0,12.0,0.0,0.0,1.0,0.0,14696,3135,0
0.0,53.0,7.0,0.0,0.0,1.0,1.0,22308,21521,10159
0.0,25.0,12.0,0.0,0.0,1.0,0.0,19889,17756,14423
0.0,30.0,8.0,0.0,0.0,1.0,1.0,18691,15544,22985
0.0,44.0,5.0,0.0,0.0,0.0,1.0,12765,9442,6224
0.0,44.0,6.0,0.0,0.0,1.0,1.0,25862,15218,25565
0.0,20.0,10.0,0.0,0.0,0.0,1.0,3815,5235,5021
0.0,49.0,9.0,0.0,0.0,1.0,1.0,17148,12747,12683
0.0,55.0,8.0,0.0,0.0,1.0,1.0,5619,5450,23559
0.0,51.0,16.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,24.0,16.0,0.0,0.0,0.0,0.0,9692,16013,7327
0.0,54.0,10.0,0.0,0.0,1.0,1.0,25055,25244,22154
0.0,32.0,16.0,1.0,0.0,0.0,0.0,17136,1031,0
0.0,19.0,4.0,0.0,1.0,1.0,1.0,2298,1787,11608
0.0,36.0,18.0,0.0,0.0,0.0,0.0,0,0,0
0.0,55.0,10.0,0.0,0.0,1.0,1.0,0,0,0
0.0,25.0,12.0,0.0,0.0,1.0,0.0,8680,17667,17465
0.0,26.0,18.0,0.0,0.0,1.0,0.0,0,8415,22868
0.0,19.0,13.0,0.0,0.0,0.0,0.0,5061,5183,16382
0.0,52.0,11.0,0.0,0.0,1.0,1.0,25862,25244,23290
0.0,19.0,12.0,0.0,0.0,0.0,0.0,4336,4687,21408
0.0,17.0,11.0,0.0,0.0,0.0,1.0,43,0,14912
0.0,23.0,10.0,0.0,0.0,1.0,1.0,10596,1463,11862
0.0,44.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,28.0,12.0,0.0,0.0,1.0,0.0,13096,4999,9376
0.0,49.0,8.0,0.0,0.0,1.0,1.0,17912,23684,9465
0.0,54.0,10.0,0.0,0.0,1.0,1.0,14522,8739,8487
0.0,22.0,11.0,0.0,0.0,0.0,1.0,5656,0,3895
0.0,33.0,13.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,40.0,12.0,0.0,0.0,0.0,0.0,20468,6205,22680
0.0,47.0,12.0,0.0,0.0,1.0,0.0,25862,20522,24505
0.0,21.0,12.0,0.0,0.0,0.0,0.0,9792,2170,14999
0.0,17.0,10.0,0.0,0.0,0.0,1.0,0,0,1385
0.0,16.0,9.0,0.0,0.0,0.0,1.0,0,1346,6706
0.0,40.0,12.0,0.0,0.0,1.0,0.0,15435,12928,13062
0.0,36.0,12.0,0.0,0.0,1.0,0.0,25241,25244,25565
0.0,51.0,12.0,0.0,0.0,1.0,0.0,25862,25244,25565
0.0,46.0,9.0,0.0,0.0,1.0,1.0,25063,25167,25098
0.0,33.0,18.0,0.0,0.0,1.0,0.0,23421,25244,18506
0.0,28.0,13.0,0.0,0.0,1.0,0.0,24771,21333,14324
0.0,27.0,11.0,0.0,0.0,1.0,1.0,14267,12829,18693
0.0,33.0,12.0,0.0,0.0,0.0,0.0,25862,25244,21944
0.0,26.0,12.0,0.0,0.0,1.0,0.0,16822,19978,20016
0.0,24.0,12.0,0.0,0.0,1.0,0.0,16103,8923,16471
0.0,28.0,8.0,0.0,0.0,1.0,1.0,16450,18301,23494
0.0,36.0,12.0,0.0,0.0,1.0,0.0,23913,23274,25378
0.0,42.0,12.0,0.0,0.0,1.0,0.0,21474,22060,23426
0.0,16.0,10.0,0.0,0.0,0.0,1.0,0,0,1399
0.0,53.0,14.0,0.0,0.0,1.0,0.0,22996,16304,0
